Date	ET
20090727	0.107
20090728	2.292
20090729	3.664
20090730	2.763
20090731	1.420
20090801	7.287
20090802	4.813
20090803	2.581
20090804	2.104
20090805	2.017
20090806	1.667
20090807	1.330
20090808	0.844
20090809	1.070
20090810	1.579
20090811	2.551
20090812	3.143
20090813	6.909
20090814	3.272
20090815	5.808
20090816	2.635
20090817	2.706
20090818	5.388
20090819	4.907
20090820	2.400
20090821	1.634
20090822	1.437
20090823	1.544
20090824	1.317
20090825	1.009
20090826	0.671
20090827	0.943
20090828	0.828
20090829	0.618
20090830	0.532
20090831	1.513
20090901	1.206
20090902	0.793
20090903	1.165
20090904	2.814
20090905	0.753
20090906	0.564
20090907	0.395
20090908	0.511
20090909	0.502
20090910	0.478
20090911	0.329
20090912	0.062
20090913	0.173
20090914	0.461
20090915	0.325
20090916	0.362
20090917	0.362
20090918	0.309
20090919	0.994
20090920	1.177
20090921	0.650
20090922	2.579
20090923	1.087
20090924	1.057
20090925	0.955
20090926	0.700
20090927	0.560
20090928	0.539
20090929	0.148
20090930	0.523
20091001	0.531
20091002	0.725
20091003	0.354
20091004	0.418
20091005	1.739
20091006	0.739
20091007	2.062
20091008	1.612
20091009	1.656
20091010	0.259
20091011	0.194
20091012	1.589
20091013	0.939
20091014	1.363
20091015	1.564
20091016	0.354
20091017	0.301
20091018	0.255
20091019	0.605
20091020	0.983
20091021	1.899
20091022	3.504
20091023	2.791
20091024	1.564
20091025	0.569
20091026	1.593
20091027	1.103
20091028	0.562
20091029	0.866
20091030	2.643
20091031	1.676
20091101	1.202
20091102	0.832
20091103	0.646
20091104	1.075
20091105	0.605
20091106	1.017
20091107	0.696
20091108	0.580
20091109	0.263
20091110	0.383
20091111	0.506
20091112	0.441
20091113	0.667
20091114	0.292
20091115	0.000
20091116	1.256
20091117	0.502
20091118	0.486
20091119	0.066
20091120	0.589
20091121	0.362
20091122	0.403
20091123	0.132
20091124	0.626
20091125	0.255
20091126	0.338
20091127	0.284
20091128	0.119
20091129	3.779
20091130	1.124
20091201	0.668
20091202	2.132
20091203	0.671
20091204	0.296
20091205	0.181
20091206	0.428
20091207	0.280
20091208	4.073
20091209	0.712
20091210	0.165
20091211	0.506
20091212	0.354
20091213	0.866
20091214	0.667
20091215	0.226
20091216	0.222
20091217	0.469
20091218	0.214
20091219	0.338
20091220	0.292
20091221	0.301
20091222	0.193
20091223	0.702
20091224	1.259
20091225	0.338
20091226	0.301
20091227	0.292
20091228	0.296
20091229	0.146
20091230	1.231
20091231	0.320
20100101	0.916
20100102	0.284
20100103	0.454
20100104	0.516
20100105	0.308
20100106	1.183
20100107	0.896
20100108	0.203
20100109	0.263
20100110	0.280
20100111	0.304
20100112	0.138
20100113	0.353
20100114	0.195
20100115	0.251
20100116	0.182
20100117	0.251
20100118	0.280
20100119	0.073
20100120	0.215
20100121	0.247
20100122	0.154
20100123	0.408
20100124	0.790
20100125	0.243
20100126	0.049
20100127	0.134
20100128	0.143
20100129	0.171
20100130	0.488
20100131	0.916
20100201	3.293
20100202	4.400
20100203	0.189
20100204	0.215
20100205	3.787
20100206	1.640
20100207	0.505
20100208	2.065
20100209	0.843
20100210	2.022
20100211	2.891
20100212	4.147
20100213	0.827
20100214	2.229
20100215	2.168
20100216	1.698
20100217	2.144
20100218	2.213
20100219	1.005
20100220	0.547
20100221	1.265
20100222	1.861
20100223	1.791
20100224	1.366
20100225	1.013
20100226	1.029
20100227	0.527
20100228	0.328
20100301	0.713
20100302	0.543
20100303	0.097
20100304	0.442
20100305	0.916
20100306	0.494
20100307	0.045
20100308	4.529
20100309	2.667
20100310	0.786
20100311	0.555
20100312	1.309
20100313	0.648
20100314	0.186
20100315	0.240
20100316	3.088
20100317	1.779
20100318	0.859
20100319	0.549
20100320	0.824
20100321	1.917
20100322	1.021
20100323	0.746
20100324	0.652
20100325	3.156
20100326	1.957
20100327	1.050
20100328	1.098
20100329	0.839
20100330	0.879
20100331	1.216
20100401	0.920
20100402	0.709
20100403	0.705
20100404	0.701
20100405	0.648
20100406	0.883
20100407	0.523
20100408	0.511
20100409	0.963
20100410	0.157
20100411	0.086
20100412	0.844
20100413	0.206
20100414	1.084
20100415	0.425
20100416	0.410
20100417	1.639
20100418	2.977
20100419	1.186
20100420	1.782
20100421	1.842
20100422	3.152
20100423	5.653
20100424	2.470
20100425	1.659
20100426	1.583
20100427	0.972
20100428	1.029
20100429	1.441
20100430	2.170
20100501	0.893
20100502	0.642
20100503	0.972
20100504	0.823
20100505	1.015
20100506	0.502
20100507	0.898
20100508	0.152
20100509	0.997
20100510	1.377
20100511	0.568
20100512	0.156
20100513	0.527
20100514	1.220
20100515	1.791
20100516	4.961
20100517	3.663
20100518	2.417
20100519	2.857
20100520	2.166
20100521	1.182
20100522	1.457
20100523	0.741
20100524	1.338
20100525	2.178
20100526	3.350
20100527	1.326
20100528	1.326
20100529	1.210
20100530	0.922
20100531	0.688
20100601	1.610
20100602	1.140
20100603	0.840
20100604	1.639
20100605	1.655
20100606	1.099
20100607	2.021
20100608	0.963
20100609	0.317
20100610	1.357
20100611	0.531
20100612	0.656
20100613	2.935
20100614	0.490
20100615	4.454
20100616	5.076
20100617	2.005
20100618	2.203
20100619	1.326
20100620	1.132
20100621	1.806
20100622	1.312
20100623	3.926
20100624	5.220
20100625	5.245
20100626	2.635
20100627	2.232
20100628	2.211
20100629	1.692
20100630	1.379
20100701	0.947
20100702	1.294
20100703	2.907
20100704	2.252
20100705	1.947
20100706	1.210
20100707	1.307
20100708	2.290
20100709	4.360
20100710	5.850
20100711	3.371
20100712	6.645
20100713	5.385
20100714	4.050
20100715	6.049
20100716	4.792
20100717	5.097
20100718	5.208
20100719	4.714
20100720	4.508
20100721	4.253
20100722	4.512
20100723	4.644
20100724	2.231
20100725	5.607
20100726	4.278
20100727	4.566
20100728	4.483
20100729	4.772
20100730	5.015
20100731	5.270
20100801	5.504
20100802	5.537
20100803	5.599
20100804	4.944
20100805	5.504
20100806	6.300
20100807	7.143
20100808	6.488
20100809	5.558
20100810	4.362
20100811	6.925
20100812	6.443
20100813	5.237
20100814	5.751
20100815	1.527
20100816	4.122
20100817	5.242
20100818	4.755
20100819	5.138
20100820	5.447
20100821	4.875
20100822	4.986
20100823	5.140
20100824	2.706
20100825	5.402
20100826	5.084
20100827	4.932
20100828	4.344
20100829	4.636
20100830	4.071
20100831	3.821
20100901	4.171
20100902	3.976
20100903	3.322
20100904	3.416
20100905	3.939
20100906	3.478
20100907	2.511
20100908	1.657
20100909	2.408
20100910	2.937
20100911	2.047
20100912	1.840
20100913	2.090
20100914	2.340
20100915	1.976
20100916	0.645
20100917	1.206
20100918	0.950
20100919	0.832
20100920	0.511
20100921	0.521
20100922	0.456
20100923	2.908
20100924	1.379
20100925	1.228
20100926	1.055
20100927	0.921
20100928	0.835
20100929	0.693
20100930	0.917
20101001	0.535
20101002	0.496
20101003	0.119
20101004	0.471
20101005	0.470
20101006	0.382
20101007	0.359
20101008	0.319
20101009	0.402
20101010	0.291
20101011	0.403
20101012	0.310
20101013	0.210
20101014	0.241
20101015	0.340
20101016	0.369
20101017	0.238
20101018	0.131
20101019	0.580
20101020	2.089
20101021	0.410
20101022	3.379
20101023	3.785
20101024	1.646
20101025	1.734
20101026	1.326
20101027	1.083
20101028	0.699
20101029	0.478
20101030	1.015
20101031	0.625
20101101	0.355
20101102	0.576
20101103	0.468
20101104	0.450
20101105	0.333
20101106	0.354
20101107	0.697
20101108	0.244
20101109	0.460
20101110	0.373
20101111	0.361
20101112	2.271
20101113	0.462
20101114	1.801
20101115	1.646
20101116	1.841
20101117	1.346
20101118	0.872
20101119	1.155
20101120	1.124
20101121	0.783
20101122	0.899
20101123	0.461
20101124	0.612
20101125	0.812
20101126	0.387
20101127	0.291
20101128	0.529
20101129	0.307
20101130	0.368
20101201	0.364
20101202	0.341
20101203	0.198
20101204	0.389
20101205	0.233
20101206	0.048
20101207	0.281
20101208	0.476
20101209	0.741
20101210	0.243
20101211	0.752
20101212	0.342
20101213	0.198
20101214	0.218
20101215	0.144
20101216	0.263
20101217	0.325
20101218	1.145
20101219	0.556
20101220	1.194
20101221	0.527
20101222	0.198
20101223	0.070
20101224	0.317
20101225	0.145
20101226	0.091
20101227	0.353
20101228	0.079
20101229	0.119
20101230	0.676
20101231	1.704
20110101	1.704
